YEAR,BENE_GEO_DESC,BENE_GEO_CD,BENE_AGE_LVL,BENES_TOTAL_CNT,BENE_AVG_AGE,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC
2023,AK-Aleutians East,2013.0,All,171,72,0.89,11214.05,7913.45
2023,AK-Aleutians West,2016.0,All,250,72,0.72,9465.64,8125.52
2023,AK-Anchorage,2020.0,All,45726,71,0.88,11173.35,9192.93
2023,AK-Bethel,2050.0,All,1748,71,0.79,11616.8,8116.22
2023,AK-Bristol Bay,2060.0,All,181,73,0.83,15873.3,10405.53
2023,AK-Chugach,2063.0,All,263,68,0.72,15942.18,12756.78
2023,AK-Copper River,2066.0,All,239,68,0.72,6345.71,5332.91
2023,AK-Denali,2068.0,All,320,71,0.6,7485.05,5916.78
2023,AK-Dillingham,2070.0,All,578,71,0.85,19506.94,14747.37
2023,AK-Fairbanks North Star,2090.0,All,13603,71,0.77,8993.97,7065.32
2023,AK-Haines,2100.0,All,737,73,0.71,13505.07,11058.37
2023,AK-Hoonah-Angoon,2105.0,All,586,73,0.73,12901.35,10412.02
2023,AK-Juneau,2110.0,All,5958,72,0.73,11854.83,9425.84
2023,AK-Kenai Peninsula,2122.0,All,14408,72,0.77,11870.28,9098.6
2023,AK-Ketchikan Gateway,2130.0,All,2867,72,0.83,12223.35,9887.2
2023,AK-Kodiak Island,2150.0,All,2070,72,0.78,13134.43,9366.06
2023,AK-Kusilvak,2158.0,All,626,70,0.78,10838.68,7960.16
2023,AK-Lake and Peninsula,2164.0,All,182,71,0.83,12007.34,8876.24
2023,AK-Matanuska-Susitna,2170.0,All,18901,71,0.81,11022.28,8731.39
2023,AK-Nome,2180.0,All,1012,70,0.83,17692.45,12995.92
2023,AK-North Slope,2185.0,All,605,70,0.93,26685.09,19064.37
2023,AK-Northwest Arctic,2188.0,All,659,71,0.9,22037.47,17709.43
2023,AK-Petersburg,2195.0,All,933,73,0.73,14123.75,11123.1
2023,AK-Prince of Wales-Hyder,2198.0,All,1190,71,0.72,10887.05,8635.64
2023,AK-Sitka,2220.0,All,1691,73,0.8,18116.82,14079.19
2023,AK-Skagway,2230.0,All,210,73,0.64,9552.32,8021.13
2023,AK-Southeast Fairbanks,2240.0,All,1507,72,0.7,8442.72,6465.44
2023,AK-UNKNOWN,2000.0,All,*,*,*,*,*
2023,AK-Wrangell,2275.0,All,624,73,0.76,15299.73,12527.27
2023,AK-Yakutat,2282.0,All,124,74,0.79,8396.08,6204.57
2023,AK-Yukon-Koyukuk,2290.0,All,1017,72,0.85,11536.51,8652.54
2023,AL-Autauga,1001.0,All,12391,72,0.98,11307.49,12193.99
2023,AL-Baldwin,1003.0,All,64196,74,0.95,11835.96,12513.63
2023,AL-Barbour,1005.0,All,6505,72,1.03,13501.4,14321.81
2023,AL-Bibb,1007.0,All,4955,71,1.13,12414.88,13048.81
2023,AL-Blount,1009.0,All,13429,73,1.02,12490.84,13254.69
2023,AL-Bullock,1011.0,All,2432,72,1.17,13568.37,14896.84
2023,AL-Butler,1013.0,All,5221,73,1.01,11359.14,12283.78
2023,AL-Calhoun,1015.0,All,28769,72,1.07,12302.31,13300.19
2023,AL-Chambers,1017.0,All,9361,72,1.07,11122.9,11894.34
2023,AL-Cherokee,1019.0,All,7977,72,1.06,12506.75,13057.58
2023,AL-Chilton,1021.0,All,10406,72,1.02,12964.64,13793.8
2023,AL-Choctaw,1023.0,All,3959,72,1.05,13387.2,14347.3
2023,AL-Clarke,1025.0,All,6662,72,0.98,11286.96,12092.79
2023,AL-Clay,1027.0,All,3847,73,0.94,10402.61,11148.66
2023,AL-Cleburne,1029.0,All,3762,73,0.99,11478.26,12218.37
2023,AL-Coffee,1031.0,All,11977,72,1.01,10643.97,11603.58
2023,AL-Colbert,1033.0,All,15108,73,0.97,11528.25,12736.37
2023,AL-Conecuh,1035.0,All,3688,72,0.91,11236.6,11929.47
2023,AL-Coosa,1037.0,All,3255,72,1.03,11472.61,12300.83
2023,AL-Covington,1039.0,All,10668,73,1.07,12232.41,13099.32
2023,AL-Crenshaw,1041.0,All,3653,73,0.96,11178.4,11930.32
2023,AL-Cullman,1043.0,All,21725,73,1.06,12718.99,13269.04
2023,AL-Dale,1045.0,All,11706,72,1.02,11404.47,12425.31
2023,AL-Dallas,1047.0,All,10139,71,1.14,12041.43,12574.24
2023,AL-DeKalb,1049.0,All,16539,72,0.96,11137.1,11990.12
2023,AL-Elmore,1051.0,All,19812,72,0.95,11251.33,11974.14
2023,AL-Escambia,1053.0,All,9266,73,1.01,13607.57,14471.74
2023,AL-Etowah,1055.0,All,27579,71,1.05,13098.41,14496.42
2023,AL-Fayette,1057.0,All,4701,72,1.05,12036.31,12734.19
2023,AL-Franklin,1059.0,All,7047,73,1.01,12637.69,14045.07
2023,AL-Geneva,1061.0,All,7343,73,1.01,11318.96,12498.96
2023,AL-Greene,1063.0,All,2395,70,1.11,12111.23,12813.88
2023,AL-Hale,1065.0,All,4272,70,1.07,11234.15,11775.91
2023,AL-Henry,1067.0,All,5341,73,0.99,11746.98,12623.27
2023,AL-Houston,1069.0,All,26516,73,1,12463.15,13501.04
2023,AL-Jackson,1071.0,All,14214,73,0.97,11364.02,12178.83
2023,AL-Jefferson,1073.0,All,141309,72,1.1,13107.83,13518.31
2023,AL-Lamar,1075.0,All,3979,72,1,12184.09,12975.83
2023,AL-Lauderdale,1077.0,All,24234,73,0.97,11373.94,12348.22
2023,AL-Lawrence,1079.0,All,8296,73,1.06,11489.57,12490.9
2023,AL-Lee,1081.0,All,29121,72,0.99,10485.82,11046.75
2023,AL-Limestone,1083.0,All,21299,73,0.96,11300.66,12085.81
2023,AL-Lowndes,1085.0,All,3178,71,1.03,11801.71,12449.06
2023,AL-Macon,1087.0,All,4854,71,1.12,10414.66,11147
2023,AL-Madison,1089.0,All,77483,74,0.98,11782.61,12533.54
2023,AL-Marengo,1091.0,All,5616,71,1.04,12462.06,13083.67
2023,AL-Marion,1093.0,All,7763,73,1.04,12047.91,13038.49
2023,AL-Marshall,1095.0,All,22604,73,1.01,11207.4,12238.71
2023,AL-Mobile,1097.0,All,92078,72,1.08,13209.87,14043.07
2023,AL-Monroe,1099.0,All,5557,72,0.98,11155.73,11614.5
2023,AL-Montgomery,1101.0,All,47047,72,0.99,10568.23,11213.03
2023,AL-Morgan,1103.0,All,28249,73,1.01,11726,12690.02
2023,AL-Perry,1105.0,All,2690,71,1.19,10448.01,11012.13
2023,AL-Pickens,1107.0,All,5141,72,1.07,11073.98,11706.63
2023,AL-Pike,1109.0,All,7018,72,1.04,11394.35,12331.93
2023,AL-Randolph,1111.0,All,6470,72,0.96,11757.35,12513.95
2023,AL-Russell,1113.0,All,12461,70,1.05,11250.38,11794.75
2023,AL-Shelby,1117.0,All,44057,74,1.02,12627.18,13341.48
2023,AL-St. Clair,1115.0,All,21280,72,1.2,12618.07,13267.78
2023,AL-Sumter,1119.0,All,3329,71,1.03,11151.79,12031.56
2023,AL-Talladega,1121.0,All,21119,72,1.11,12766.19,13560.26
2023,AL-Tallapoosa,1123.0,All,12189,72,1.04,11584.82,12274.67
2023,AL-Tuscaloosa,1125.0,All,39746,71,1.05,12039.27,12609.44
2023,AL-UNKNOWN,1000.0,All,*,*,*,*,*
2023,AL-Walker,1127.0,All,18012,72,1.05,13112.97,13705.63
2023,AL-Washington,1129.0,All,4544,72,1.02,12828.01,13926.87
2023,AL-Wilcox,1131.0,All,3330,70,1.08,11900.35,12544.66
2023,AL-Winston,1133.0,All,6374,73,1.01,12159.28,13007.21
2023,AR-Arkansas,5001.0,All,4347,73,1.03,11766.33,11866.94
2023,AR-Ashley,5003.0,All,5378,73,1.05,13559.49,13741.39
2023,AR-Baxter,5005.0,All,16023,74,0.99,10183.94,10806.52
2023,AR-Benton,5007.0,All,51142,73,1.01,10960.67,11458.48
2023,AR-Boone,5009.0,All,11058,73,0.93,9805.21,10322.98
2023,AR-Bradley,5011.0,All,2596,73,1.12,12966.92,13260.45
2023,AR-Calhoun,5013.0,All,1230,72,1.05,16948.66,17537.68
2023,AR-Carroll,5015.0,All,8021,73,0.92,9589.62,10081.45
2023,AR-Chicot,5017.0,All,2787,73,1.04,13759.43,14194.97
2023,AR-Clark,5019.0,All,4971,73,0.95,10005.41,11151.97
2023,AR-Clay,5021.0,All,4034,73,1.02,13388.84,14511.98
2023,AR-Cleburne,5023.0,All,8863,74,0.91,10598.17,11641.22
2023,AR-Cleveland,5025.0,All,2085,73,1.08,13818.67,14306.38
2023,AR-Columbia,5027.0,All,5476,73,0.96,12226.68,12866.15
2023,AR-Conway,5029.0,All,5588,73,0.89,11087.6,11909.95
2023,AR-Craighead,5031.0,All,20694,72,0.99,12377.39,13205.74
2023,AR-Crawford,5033.0,All,15230,71,1.08,10487.58,11337.34
2023,AR-Crittenden,5035.0,All,10033,71,1.15,13151.25,13520.98
2023,AR-Cross,5037.0,All,4123,72,0.91,11605,12197.57
2023,AR-Dallas,5039.0,All,1995,73,0.98,13673.52,14631.74
2023,AR-Desha,5041.0,All,2862,73,0.95,13608.68,14113.42
2023,AR-Drew,5043.0,All,4060,73,1.05,11971.22,12548.4
2023,AR-Faulkner,5045.0,All,23290,73,0.94,11127.45,11872.1
2023,AR-Franklin,5047.0,All,4713,72,1.01,11541.7,12549.63
2023,AR-Fulton,5049.0,All,3844,72,0.95,11217.07,11826.49
2023,AR-Garland,5051.0,All,31422,74,0.99,12571.01,13338.69
2023,AR-Grant,5053.0,All,4374,72,0.96,10386.28,11044.52
2023,AR-Greene,5055.0,All,10271,72,0.96,11486.75,12264.36
2023,AR-Hempstead,5057.0,All,4911,72,0.98,13151.01,13667.55
2023,AR-Hot Spring,5059.0,All,8426,73,1.07,12080.74,12863.68
2023,AR-Howard,5061.0,All,3288,72,1.04,13135.16,14106.03
2023,AR-Independence,5063.0,All,9279,73,1.04,12954.14,13315.82
2023,AR-Izard,5065.0,All,4430,72,0.9,10785.79,11343.37
2023,AR-Jackson,5067.0,All,3988,72,1.07,12526.74,13229.79
2023,AR-Jefferson,5069.0,All,16267,72,1.07,12095.56,12664.22
2023,AR-Johnson,5071.0,All,6272,72,0.91,9614.57,10138.45
2023,AR-Lafayette,5073.0,All,1892,73,1,12440.53,12954.67
2023,AR-Lawrence,5075.0,All,4497,73,1.05,13025.22,13812.82
2023,AR-Lee,5077.0,All,2046,72,1.03,10384.17,10636.85
2023,AR-Lincoln,5079.0,All,2509,72,1.11,12655.36,13327.99
2023,AR-Little River,5081.0,All,3355,73,1.03,13185.1,13579.75
2023,AR-Logan,5083.0,All,6120,72,1.04,10575.76,11577.2
2023,AR-Lonoke,5085.0,All,15233,72,1.02,12249.9,12660.56
2023,AR-Madison,5087.0,All,4394,72,0.96,8358.49,8918.13
2023,AR-Marion,5089.0,All,5889,72,0.86,8717.58,9241.63
2023,AR-Miller,5091.0,All,9535,71,1.03,12772.31,13106.16
2023,AR-Mississippi,5093.0,All,8600,71,1.06,11808.47,12417.3
2023,AR-Monroe,5095.0,All,2054,73,1.12,10491.23,10949.61
2023,AR-Montgomery,5097.0,All,2800,73,0.91,11782.7,12353.95
2023,AR-Nevada,5099.0,All,2237,73,1.06,11660.86,12376.97
2023,AR-Newton,5101.0,All,2392,72,0.87,8424.17,8770.91
2023,AR-Ouachita,5103.0,All,6457,73,1.05,11997.34,12774.03
2023,AR-Perry,5105.0,All,2868,73,0.97,11105.69,11932.63
2023,AR-Phillips,5107.0,All,4302,72,0.94,10078,10422.89
2023,AR-Pike,5109.0,All,2948,73,0.97,11520.12,12205.17
2023,AR-Poinsett,5111.0,All,5811,73,1.08,11950.47,12857.77
2023,AR-Polk,5113.0,All,5807,73,0.89,10333.58,10954.91
2023,AR-Pope,5115.0,All,14125,72,0.92,10459.42,11281.68
2023,AR-Prairie,5117.0,All,2241,74,1.06,11745.72,12137.54
2023,AR-Pulaski,5119.0,All,85720,72,1,11427.84,11964.84
2023,AR-Randolph,5121.0,All,4834,73,1.07,12180.5,12939.52
2023,AR-Saline,5125.0,All,29446,73,0.98,11574.18,12317.67
2023,AR-Scott,5127.0,All,2751,72,1.04,11820.3,12977.13
2023,AR-Searcy,5129.0,All,2659,73,0.92,9237.22,9993.37
2023,AR-Sebastian,5131.0,All,28900,72,1.09,11384,12271.68
2023,AR-Sevier,5133.0,All,3088,73,1.11,13281.62,13657.08
2023,AR-Sharp,5135.0,All,6276,72,0.97,11952.4,12457.05
2023,AR-St. Francis,5123.0,All,5245,71,0.96,11808.92,12112.43
2023,AR-Stone,5137.0,All,4525,73,1.09,10362.76,11583.89
2023,AR-UNKNOWN,5000.0,All,*,*,*,*,*
2023,AR-Union,5139.0,All,10012,73,1.02,11645.84,12196.44
2023,AR-Van Buren,5141.0,All,5631,73,0.91,10603.41,11370.58
2023,AR-Washington,5143.0,All,39994,73,0.98,10401.68,11076.48
2023,AR-White,5145.0,All,18320,73,0.99,12310.09,12697
2023,AR-Woodruff,5147.0,All,1882,73,1.03,13119.74,13504.34
2023,AR-Yell,5149.0,All,5057,72,0.92,11504.65,12226.47
2023,AZ-Apache,4001.0,All,15105,72,1,14586.25,12556.76
2023,AZ-Cochise,4003.0,All,37511,74,0.82,10615.85,9918.76
2023,AZ-Coconino,4005.0,All,24134,73,0.8,11442.8,9820.88
2023,AZ-Gila,4007.0,All,18722,74,0.85,12054.94,11771.02
2023,AZ-Graham,4009.0,All,6649,72,0.89,9555.94,9588.91
2023,AZ-Greenlee,4011.0,All,1388,73,0.9,8571.39,8378.26
2023,AZ-La Paz,4012.0,All,6734,74,0.92,12318.88,11280.88
2023,AZ-Maricopa,4013.0,All,801458,74,0.96,13181.81,12758.36
2023,AZ-Mohave,4015.0,All,77100,74,0.91,11099.68,10287.48
2023,AZ-Navajo,4017.0,All,27857,72,0.94,12408.39,10917.74
2023,AZ-Pima,4019.0,All,262356,74,0.91,11156.61,10830.49
2023,AZ-Pinal,4021.0,All,98294,73,0.95,12584.35,12187.23
2023,AZ-Santa Cruz,4023.0,All,11748,74,0.76,8778.71,8441.27
2023,AZ-UNKNOWN,4000.0,All,*,*,*,*,*
2023,AZ-Yavapai,4025.0,All,94902,74,0.78,10740.48,9921.69
2023,AZ-Yuma,4027.0,All,44098,74,0.92,12297.2,11355.31
2023,CA-Alameda,6001.0,All,273375,73,1,15668.64,10711.52
2023,CA-Alpine,6003.0,All,280,72,0.73,9933.58,8998.54
2023,CA-Amador,6005.0,All,12574,73,0.84,12604.22,9370.1
2023,CA-Butte,6007.0,All,48808,72,0.97,13573.6,11546.1
2023,CA-Calaveras,6009.0,All,14570,73,0.83,12289.14,9313.27
2023,CA-Colusa,6011.0,All,4243,72,0.98,14603.8,11218.72
2023,CA-Contra Costa,6013.0,All,223840,73,0.98,15341.86,10861.08
2023,CA-Del Norte,6015.0,All,6938,71,0.89,10705.21,8450.92
2023,CA-El Dorado,6017.0,All,51083,73,0.85,12354.35,9407.24
2023,CA-Fresno,6019.0,All,158745,72,1.05,14145.26,12109.81
2023,CA-Glenn,6021.0,All,6050,73,1,14348.73,11993.65
2023,CA-Humboldt,6023.0,All,31749,72,0.84,10471.56,8256.17
2023,CA-Imperial,6025.0,All,36264,72,1.32,16074.62,14150.14
2023,CA-Inyo,6027.0,All,4833,74,0.84,13908.61,10833.24
2023,CA-Kern,6029.0,All,133619,71,1.1,14536.88,12334.39
2023,CA-Kings,6031.0,All,19490,72,1.05,12937.13,11252.28
2023,CA-Lake,6033.0,All,18283,71,0.98,14257.79,10409.75
2023,CA-Lassen,6035.0,All,5560,72,0.8,11252.96,9414.88
2023,CA-Los Angeles,6037.0,All,1678944,73,1.2,19222.99,15515.3
2023,CA-Madera,6039.0,All,27244,72,0.97,12455.21,10912.02
2023,CA-Marin,6041.0,All,64429,75,0.87,14616.05,10313.07
2023,CA-Mariposa,6043.0,All,5297,73,0.87,12878.51,10349.36
2023,CA-Mendocino,6045.0,All,24724,72,0.86,13486.37,10045.04
2023,CA-Merced,6047.0,All,41465,72,1.02,14173.71,10967.51
2023,CA-Modoc,6049.0,All,2800,72,0.84,12900.55,10427.79
2023,CA-Mono,6051.0,All,2200,73,0.74,11797.47,9147.48
2023,CA-Monterey,6053.0,All,73816,73,0.94,14275.8,10103.65
2023,CA-Napa,6055.0,All,32094,74,0.96,14852.56,10818.24
2023,CA-Nevada,6057.0,All,31803,73,0.82,11254.16,8957.8
2023,CA-Orange,6059.0,All,585248,75,1.1,15679.95,13249.71
2023,CA-Placer,6061.0,All,98182,74,0.92,13931.21,10822.57
2023,CA-Plumas,6063.0,All,6803,73,0.78,11760.9,9736.16
2023,CA-Riverside,6065.0,All,436200,72,1.08,15526.45,12949.26
2023,CA-Sacramento,6067.0,All,290673,71,1.05,14963.17,10942.04
2023,CA-San Benito,6069.0,All,10580,73,0.97,14892.44,10726.15
2023,CA-San Bernardino,6071.0,All,341101,70,1.14,15670.05,12879.31
2023,CA-San Diego,6073.0,All,606776,73,0.99,14292.08,11889.63
2023,CA-San Francisco,6075.0,All,160739,74,1.03,15986.5,9948.38
2023,CA-San Joaquin,6077.0,All,126613,72,1.05,14844.64,11056.96
2023,CA-San Luis Obispo,6079.0,All,73226,73,0.83,11782.64,9804.78
2023,CA-San Mateo,6081.0,All,141301,75,0.89,14290.48,9876.57
2023,CA-Santa Barbara,6083.0,All,85713,74,0.96,13034.86,10417.38
2023,CA-Santa Clara,6085.0,All,303511,75,0.96,15974.06,10708.93
2023,CA-Santa Cruz,6087.0,All,58262,73,0.88,13391.93,9649.26
2023,CA-Shasta,6089.0,All,50190,72,0.91,12113.99,9885.28
2023,CA-Sierra,6091.0,All,914,73,0.85,11840.92,9851.75
2023,CA-Siskiyou,6093.0,All,14464,72,0.78,10531.05,8401.77
2023,CA-Solano,6095.0,All,90937,72,0.98,14561.23,10125.67
2023,CA-Sonoma,6097.0,All,119326,73,0.94,14875.81,10581.93
2023,CA-Stanislaus,6099.0,All,95790,71,1.05,14422.92,11368.15
2023,CA-Sutter,6101.0,All,19067,73,0.99,13868.9,10794.11
2023,CA-Tehama,6103.0,All,15708,72,0.89,11467.59,9297.4
2023,CA-Trinity,6105.0,All,3691,72,0.81,11134.31,8691.68
2023,CA-Tulare,6107.0,All,70148,72,1.03,12834.26,11076.69
2023,CA-Tuolumne,6109.0,All,17023,73,0.85,12595.07,9674.34
2023,CA-UNKNOWN,6000.0,All,*,*,*,*,*
2023,CA-Ventura,6111.0,All,173007,74,1.01,15481.67,12795.72
2023,CA-Yolo,6113.0,All,36361,72,0.98,13295.49,9848.88
2023,CA-Yuba,6115.0,All,14257,71,1.02,14372.83,11053.97
2023,CO-Adams,8001.0,All,70390,70,1.04,12077.14,11371.69
2023,CO-Alamosa,8003.0,All,3400,72,0.86,10079.21,9292.84
2023,CO-Arapahoe,8005.0,All,106622,73,1.02,12654.74,11970.85
2023,CO-Archuleta,8007.0,All,4663,73,0.65,8265.6,7809.73
2023,CO-Baca,8009.0,All,989,74,0.95,15757.78,14454.49
2023,CO-Bent,8011.0,All,1191,73,0.86,10437.49,9734.14
2023,CO-Boulder,8013.0,All,60579,73,0.85,11217.34,10835.76
2023,CO-Broomfield,8014.0,All,12993,73,0.91,12289.25,11813.77
2023,CO-Chaffee,8015.0,All,6073,73,0.75,10079.81,9789.54
2023,CO-Cheyenne,8017.0,All,412,73,0.84,19290.5,16685.92
2023,CO-Clear Creek,8019.0,All,2083,71,0.93,10825.87,10312.69
2023,CO-Conejos,8021.0,All,2097,72,0.87,10725.3,9820.51
2023,CO-Costilla,8023.0,All,1359,71,0.76,9509.1,8766.53
2023,CO-Crowley,8025.0,All,910,71,0.91,9871.9,9258.75
2023,CO-Custer,8027.0,All,2115,72,0.69,9575.39,9077.06
2023,CO-Delta,8029.0,All,10509,73,0.77,9209.39,8626.43
2023,CO-Denver,8031.0,All,99131,72,0.98,12347.92,11465.5
2023,CO-Dolores,8033.0,All,621,73,0.77,10554.51,9431.25
2023,CO-Douglas,8035.0,All,59890,73,0.91,12402.11,11986.09
2023,CO-Eagle,8037.0,All,7567,73,0.67,10762.03,9416.21
2023,CO-El Paso,8041.0,All,125799,72,0.9,10799.64,10549.25
2023,CO-Elbert,8039.0,All,6020,73,0.86,11458.59,10919.28
2023,CO-Fremont,8043.0,All,13737,72,0.87,9529.54,9178.6
2023,CO-Garfield,8045.0,All,10391,73,0.8,11540.07,10467.72
2023,CO-Gilpin,8047.0,All,1275,71,0.73,8897.1,8698.7
2023,CO-Grand,8049.0,All,3152,72,0.65,9802.04,8727.41
2023,CO-Gunnison,8051.0,All,2894,73,0.67,9428.34,8571.42
2023,CO-Hinsdale,8053.0,All,263,73,0.79,13153.27,11327.41
2023,CO-Huerfano,8055.0,All,2716,73,0.78,9389.42,8283.92
2023,CO-Jackson,8057.0,All,367,73,0.75,8954.62,7846.86
2023,CO-Jefferson,8059.0,All,120455,72,0.96,11713.55,11283.08
2023,CO-Kiowa,8061.0,All,356,74,0.83,18824.73,16758.67
2023,CO-Kit Carson,8063.0,All,1677,73,0.84,16498.84,14182.08
2023,CO-La Plata,8067.0,All,13159,73,0.73,10247.95,9366.46
2023,CO-Lake,8065.0,All,1163,72,0.77,10309.43,9093.48
2023,CO-Larimer,8069.0,All,74900,73,0.88,10849.85,10477.97
2023,CO-Las Animas,8071.0,All,4605,71,0.82,9019.94,8462.99
2023,CO-Lincoln,8073.0,All,1121,74,0.96,14061.69,12331.54
2023,CO-Logan,8075.0,All,4680,73,0.91,11455.73,10313.57
2023,CO-Mesa,8077.0,All,40630,73,0.82,9417.02,8977.41
2023,CO-Mineral,8079.0,All,337,74,0.78,9577.35,9454.05
2023,CO-Moffat,8081.0,All,2684,73,0.8,11272.37,10031.28
2023,CO-Montezuma,8083.0,All,7744,73,0.81,10334.53,9682.85
2023,CO-Montrose,8085.0,All,13028,74,0.77,9186.65,8484.22
2023,CO-Morgan,8087.0,All,5694,74,0.89,10904.53,9928.74
2023,CO-Otero,8089.0,All,4972,73,0.94,11968.85,11273.82
2023,CO-Ouray,8091.0,All,1734,73,0.62,8850.99,8139.95
2023,CO-Park,8093.0,All,4376,71,0.74,8529.53,8284.25
2023,CO-Phillips,8095.0,All,1100,74,0.89,17965.87,15230.94
2023,CO-Pitkin,8097.0,All,3491,74,0.69,13604.08,11089.95
2023,CO-Prowers,8099.0,All,2677,72,0.91,11937.7,11128.36
2023,CO-Pueblo,8101.0,All,41555,71,0.95,11522.62,11081.06
2023,CO-Rio Blanco,8103.0,All,1450,73,0.83,16579.26,13183.54
2023,CO-Rio Grande,8105.0,All,3458,73,0.83,10047.34,9488.35
2023,CO-Routt,8107.0,All,4964,73,0.66,9145.69,8133.36
2023,CO-Saguache,8109.0,All,1676,72,0.69,7258.21,6875.44
2023,CO-San Juan,8111.0,All,182,74,0.71,9619.33,8510.98
2023,CO-San Miguel,8113.0,All,1317,73,0.61,7436.28,6774.13
2023,CO-Sedgwick,8115.0,All,780,74,0.84,13745.1,12120.09
2023,CO-Summit,8117.0,All,4254,72,0.64,8915.8,8380.86
2023,CO-Teller,8119.0,All,7502,72,0.76,9065.76,9150.73
2023,CO-UNKNOWN,8000.0,All,*,*,*,*,*
2023,CO-Washington,8121.0,All,1189,74,0.83,10465.16,9417.89
2023,CO-Weld,8123.0,All,54538,72,0.96,11572.2,11222.29
2023,CO-Yuma,8125.0,All,2085,74,0.79,12576.51,10707.3
2023,CT-Capitol,9110.0,All,205490,74,1.1,14486.55,12340.26
2023,CT-Greater Bridgeport,9120.0,All,45377,73,1.15,15681.32,12940.59
2023,CT-Lower Connecticut River Valley,9130.0,All,44900,75,1.03,14199.51,12116.62
2023,CT-Naugatuck Valley,9140.0,All,99419,73,1.1,14913.68,12628.9
2023,CT-Northeastern Connecticut,9150.0,All,22202,72,1.05,13768.7,12015.77
2023,CT-Northwest Hills,9160.0,All,30383,74,1,13537.13,11768.99
2023,CT-South Central Connecticut,9170.0,All,121083,74,1.14,16567.6,13611.55
2023,CT-Southeastern Connecticut,9180.0,All,64303,73,1.1,13960.37,12266.04
2023,CT-UNKNOWN,9000.0,All,*,*,*,*,*
2023,CT-Western Connecticut,9190.0,All,113650,75,0.97,14547.74,12130.03
2023,DC-District of Columbia,11001.0,All,99522,73,1.08,14030.98,11651.62
2023,DE-Kent,10001.0,All,43285,73,1.08,13127.16,12176.4
2023,DE-New Castle,10003.0,All,115247,74,0.99,13366.5,12234.64
2023,DE-Sussex,10005.0,All,89749,74,0.92,12097,11160.23
2023,DE-UNKNOWN,10000.0,All,*,*,*,*,*
2023,FL-Alachua,12001.0,All,52503,74,1.01,12165.49,11698.67
2023,FL-Baker,12003.0,All,5634,72,1.14,14270.09,13806.74
2023,FL-Bay,12005.0,All,42551,73,1.01,13057.14,13392.72
2023,FL-Bradford,12007.0,All,6422,74,1.11,13703.28,13290.03
2023,FL-Brevard,12009.0,All,179939,74,1.05,12781.88,13116.66
2023,FL-Broward,12011.0,All,372066,74,1.15,15767.89,14971.76
2023,FL-Calhoun,12013.0,All,3309,73,1.07,13984.89,14332.42
2023,FL-Charlotte,12015.0,All,80242,74,1.12,12801.74,13024.24
2023,FL-Citrus,12017.0,All,67182,75,1.25,12477.89,12426.87
2023,FL-Clay,12019.0,All,50547,73,1.07,13275.5,13372.99
2023,FL-Collier,12021.0,All,120371,76,0.98,12902.12,12809.64
2023,FL-Columbia,12023.0,All,18696,73,1.05,12269.51,11847.39
2023,FL-DeSoto,12027.0,All,8077,74,1.1,13343.99,13353.8
2023,FL-Dixie,12029.0,All,4899,73,1,13085.61,12711.2
2023,FL-Duval,12031.0,All,190777,73,1.14,14144.2,14199.49
2023,FL-Escambia,12033.0,All,77384,73,1.04,13453.79,13959.89
2023,FL-Flagler,12035.0,All,46286,74,1,12824.13,12790.24
2023,FL-Franklin,12037.0,All,3575,73,0.86,10800.38,10381.95
2023,FL-Gadsden,12039.0,All,11441,71,1.09,12412.2,12611.37
2023,FL-Gilchrist,12041.0,All,4766,73,1,12649.27,12301.06
2023,FL-Glades,12043.0,All,2956,74,1.21,14740.67,14748.78
2023,FL-Gulf,12045.0,All,4371,73,0.93,12842.9,12902.92
2023,FL-Hamilton,12047.0,All,3384,72,1.07,14347.72,13872.15
2023,FL-Hardee,12049.0,All,4710,73,1.15,14665.84,15091.89
2023,FL-Hendry,12051.0,All,7146,72,1.14,14049.25,13951.1
2023,FL-Hernando,12053.0,All,64869,74,1.25,14392.06,14257.46
2023,FL-Highlands,12055.0,All,37833,75,1.15,13931.33,14266.82
2023,FL-Hillsborough,12057.0,All,272584,73,1.22,14473.19,14289.43
2023,FL-Holmes,12059.0,All,4855,73,1.02,12468.25,13246.54
2023,FL-Indian River,12061.0,All,62398,75,0.99,12613.18,12848.88
2023,FL-Jackson,12063.0,All,12257,73,1.02,13194.76,13697.02
2023,FL-Jefferson,12065.0,All,4172,73,0.95,10976.97,11064.96
2023,FL-Lafayette,12067.0,All,1592,73,1.08,13373.4,12982.9
2023,FL-Lake,12069.0,All,122428,75,1.19,13321.3,13633.6
2023,FL-Lee,12071.0,All,224623,75,1.06,12732.61,12647.01
2023,FL-Leon,12073.0,All,52826,73,0.98,11537.59,11682.51
2023,FL-Levy,12075.0,All,14032,73,1.03,12348.95,11939.81
2023,FL-Liberty,12077.0,All,1562,73,1.11,13397.52,13507.44
2023,FL-Madison,12079.0,All,5048,73,0.99,11970.01,12305.24
2023,FL-Manatee,12081.0,All,121811,74,1,12851.04,12740.47
2023,FL-Marion,12083.0,All,134760,74,1.11,12761.7,12894.46
2023,FL-Martin,12085.0,All,52659,76,1,13357.99,13366.43
2023,FL-Miami-Dade,12086.0,All,519469,74,1.33,18164.42,16635.8
